Year	DoY	Hour	NEE	H	LE	Tair	rH	VPD	Ustar	Rg
2019.0	96.0	10.0	2.45783	14.5115	50.6469	20.560000000000002	84.28279	4.158661	0.205111	102.2101
2019.0	96.0	10.5	2.59802	11.6092	39.2984	20.819000000000017	83.51982	4.427259	0.147977	120.5782
2019.0	96.0	11.0	-9999	27.5456	81.7693	21.572000000000003	82.68669	4.837446	0.114186	287.0587
2019.0	96.0	11.5	-9999	21.793	58.1367	22.233000000000004	79.26884	6.054416	0.237281	145.387
2019.0	96.0	12.0	0.8863049999999999	17.2534	63.5011	22.579000000000065	77.97223	6.525922	0.0572936	235.5448
2019.0	96.0	12.5	2.17183	36.3524	137.68	22.869000000000028	78.79778	6.395792999999999	0.265748	307.4303
2019.0	96.0	13.0	-0.544655	117.286	-9999	23.92700000000002	74.4527	8.205295	0.337051	673.0955
2019.0	96.0	13.5	-1.45685	129.933	131.966	25.017000000000053	68.74059	10.585629999999998	0.313417	774.4224
2019.0	96.0	14.0	0.516318	138.911	134.511	25.640000000000043	65.21786	12.20127	0.278604	761.7444
2019.0	96.0	14.5	0.404761	103.031	130.004	25.774000000000058	61.88428	13.56025	0.248082	276.3029
2019.0	96.0	15.0	-9999	39.0781	-9999	24.40100000000001	69.95649	9.966106	0.225469	67.50317
2019.0	96.0	15.5	-9999	11.5584	25.0053	23.343000000000018	74.74486	7.886939	0.1900329999999999	20.88985
2019.0	96.0	16.0	1.36306	-9999	49.5762	21.396000000000015	75.94238	6.620171	0.220633	46.30719
2019.0	96.0	16.5	2.45173	4.26323	31.6776	20.629999999999995	75.60932	6.489761	0.184428	55.90751
2019.0	96.0	17.0	-9999	7.09045	-9999	20.872000000000014	74.55831	6.882558	0.356926	67.07053
2019.0	96.0	17.5	3.35845	2.51603	27.3951	20.87900000000002	76.58516	6.324563	0.153911	42.83321
2019.0	96.0	18.0	3.63072	-4.912719999999999	18.1703	20.654000000000053	77.38195	6.037713999999999	0.101739	12.04019
2019.0	96.0	18.5	-9999	13.2727	-9999	20.269000000000062	81.95518	4.651165	0.173183	5.629156
2019.0	96.0	19.0	4.83705	-3.94415	4.08275	19.484000000000037	83.05179	4.207771	0.0956386	0.5414641
2019.0	96.0	19.5	6.28049	-4.68796	3.89685	19.837000000000046	80.99082	4.875491	0.1244	-0.6714562
2019.0	96.0	20.0	3.84082	-6.48344	-11.8882	20.210000000000036	82.66489	4.499872	0.130327	-0.7741962
2019.0	96.0	20.5	3.10316	-5.2065	-1.86095	20.43300000000005	84.10561	4.203012	0.279116	-0.7792813
2019.0	96.0	21.0	6.83295	-4.23919	-1.76194	20.561000000000035	84.24874	4.189231	0.294502	-1.231014
2019.0	96.0	21.5	-9999	-4.7278400000000005	-2.39867	20.613	84.24345	4.200497	0.226002	-1.358885
2019.0	96.0	22.0	2.51957	-3.99249	-2.5138	20.59200000000004	85.23681	3.922377	0.217058	-1.021984
2019.0	96.0	22.5	3.02989	-9999	3.56131	20.649000000000058	85.0833	3.988659	0.233817	-0.3968482
2019.0	96.0	23.0	2.0905400000000003	-3.27657	0.617749	20.64100000000002	85.48141	3.868084	0.167218	-1.312626
2019.0	96.0	23.5	5.48013	-9999	-9999	20.338000000000022	85.75324	3.722053	0.211944	-1.718767
2019.0	97.0	0.0	3.77575	-4.88305	-9999	20.20900000000006	85.81782	3.678603	0.1515359999999999	-0.8636544
2019.0	97.0	0.5	-9999	-11.0972	-9999	20.05600000000004	84.78651	3.904109	0.201014	-1.566779
2019.0	97.0	1.0	2.15018	-4.22918	-1.56225	19.76800000000003	84.5163	3.905103	0.162379	-1.475226
2019.0	97.0	1.5	2.37363	-5.04972	1.3266	19.67700000000002	84.94471	3.779271	0.1819329999999999	-0.5179076
2019.0	97.0	2.0	1.98792	-3.5876900000000003	0.100155	19.56600000000003	85.28542	3.668392	0.140827	-0.6281077
2019.0	97.0	2.5	2.81281	-1.93943	1.23438	19.432000000000016	85.65025	3.5493780000000004	0.12712	-0.5026
2019.0	97.0	3.0	2.79386	-1.55495	2.09993	19.38100000000003	85.59207	3.556471	0.117438	-0.3180401
2019.0	97.0	3.5	3.02576	-1.66241	2.66465	19.436000000000035	85.1943	3.668225	0.112866	-0.1985303
2019.0	97.0	4.0	1.25009	-9999	-9999	19.38900000000001	85.45173	3.588722	0.133161	-0.2336917
2019.0	97.0	4.5	4.65388	-0.890008	2.90113	19.26800000000003	85.88319	3.459613	0.100333	-0.2409229
2019.0	97.0	5.0	3.43412	-1.39711	2.16037	19.227000000000032	85.80411	3.473012	0.0842422	-0.1816397
2019.0	97.0	5.5	3.29767	-2.04273	1.90748	19.230000000000018	85.83486	3.465972	0.0614891999999999	-0.1769077
2019.0	97.0	6.0	4.76495	-1.85247	1.59819	19.24000000000001	85.30998	3.602262	0.0967451	-0.09923546
2019.0	97.0	6.5	3.35699	-3.02192	3.6444	19.241000000000042	85.81786	3.4622930000000003	0.214202	0.7534525
2019.0	97.0	7.0	-9999	-1.5851	-9999	19.15500000000003	87.97726	2.914815	0.2346889999999999	10.58709
2019.0	97.0	7.5	-9999	1.1800700000000002	-9999	19.21900000000005	86.87922	3.202603	0.235502	29.75982
2019.0	97.0	8.0	-9999	4.32773	20.3727	19.40500000000003	83.91217	3.973222	0.245078	56.81752
2019.0	97.0	8.5	-9999	33.5998	32.3292	19.714000000000055	81.97961	4.5336680000000005	0.326327	148.683
2019.0	97.0	9.0	1.46692	56.4753	104.419	21.091000000000008	74.24907	6.991009999999999	0.311796	477.8104
2019.0	97.0	9.5	1.61453	91.8607	91.5319	21.986000000000047	69.64326	8.712795	0.334785	557.4935
2019.0	97.0	10.0	2.82667	131.533	88.6097	21.999000000000024	70.05663	8.647995	0.30808	584.3195
2019.0	97.0	10.5	1.05902	160.975	61.2749	21.591000000000008	71.98744	7.939651	0.301359	517.7563
2019.0	97.0	11.0	1.31416	158.457	51.4446	21.918000000000006	70.94321	8.397586	0.342827	555.5321
2019.0	97.0	11.5	0.398102	230.106	68.5847	22.504999999999995	69.37514	9.130919	0.399177	822.5601
2019.0	97.0	12.0	1.55669	191.853	57.3774	22.90700000000004	67.04416	10.05933	0.402812	673.877
2019.0	97.0	12.5	0.137948	245.781	66.8023	23.771000000000015	65.22066	11.07441	0.326863	830.6758
2019.0	97.0	13.0	1.43284	195.49	52.2105	24.847000000000037	63.16186	12.36579	0.355636	727.7625
2019.0	97.0	13.5	0.242534	208.398	-9999	25.247000000000014	60.09538	13.78982	0.297142	644.6183
2019.0	97.0	14.0	2.6873400000000003	144.816	-9999	25.248000000000047	59.33107	14.14366	0.332883	485.5644
2019.0	97.0	14.5	0.324901	135.49200000000002	36.0256	25.523000000000025	59.49495	14.24911	0.245132	475.9792
2019.0	97.0	15.0	-0.0539525999999999	190.085	33.0666	26.01400000000001	57.28611	15.51311	0.271744	538.7426
2019.0	97.0	15.5	2.3244	111.842	27.9639	25.96700000000004	57.41088	15.48558	0.275121	355.7874
2019.0	97.0	16.0	2.5145	84.0925	-9999	26.06400000000002	57.02284	15.694680000000002	0.192098	311.48
2019.0	97.0	16.5	-9999	57.6108	-9999	26.10300000000001	57.95978	15.31025	0.271807	279.6031
2019.0	97.0	17.0	2.33507	65.2967	16.6923	26.188000000000045	59.06234	14.96826	0.232977	247.4501
2019.0	97.0	17.5	2.17699	67.7113	18.5847	26.271000000000015	57.81132	15.58915	0.149345	262.8023
2019.0	97.0	18.0	1.9255400000000005	49.1422	13.1061	26.321000000000026	58.07289	15.45048	0.1921	211.5905
2019.0	97.0	18.5	3.32714	17.7113	-27.3665	26.013000000000034	59.09604	14.827189999999998	0.162644	89.19328
2019.0	97.0	19.0	-9999	-9999	-9999	24.836000000000013	62.32384	12.874669999999998	0.0920965	7.373337
2019.0	97.0	19.5	0.896925	-9.68751	3.03004	23.698000000000036	66.4157	10.78849	0.0618130999999999	-3.108155
2019.0	97.0	20.0	2.42858	-4.34822	2.56271	22.221000000000004	73.32928	7.942092	0.0424406	-2.576366
2019.0	97.0	20.5	-9999	-9999	-9999	21.571000000000026	77.61803	6.312394	0.065568	-2.226866
2019.0	97.0	21.0	-9999	-5.60763	-17.6757	20.927999999999997	79.19526	5.723081	0.149644	-1.056871
2019.0	97.0	21.5	-9999	-24.3943	-8.33587	20.747000000000014	80.28407	5.36819	0.135014	-0.8190591
2019.0	97.0	22.0	12.3435	-12.5804	-2.22086	21.055000000000007	79.64255	5.628526000000001	0.114417	-0.5871984
2019.0	97.0	22.5	1.10735	-2.89463	-0.122768	21.102000000000032	79.48921	5.698144000000001	0.0448918	-1.074393
2019.0	97.0	23.0	-9999	-9999	7.03488	20.754999999999995	80.76041	5.198851	0.110695	-0.6696248
2019.0	97.0	23.5	8.64583	-4.85487	-9999	20.477000000000032	81.94138	4.814734	0.0759529	-1.401204
2019.0	98.0	0.0	-9999	-12.5096	3.5922300000000003	20.90300000000002	77.39353	6.319331999999999	0.0839847	-0.816993
2019.0	98.0	0.5	7.01121	-16.1583	-4.28383	21.225000000000023	77.01409	6.423630999999999	0.134398	-1.636904
2019.0	98.0	1.0	7.59266	-15.3528	-8.12011	20.77000000000004	79.85907	5.446744	0.1005419999999999	-2.28613
2019.0	98.0	1.5	4.85079	-9.28939	-10.3563	20.25600000000003	82.42074	4.602911	0.093731	-2.140114
2019.0	98.0	2.0	7.67435	-15.73	-18.0666	19.962000000000046	84.10613	4.070721	0.1104579999999999	-1.976486
2019.0	98.0	2.5	3.35742	-5.260669999999999	-8.2366	19.327000000000055	85.70083	3.5091660000000005	0.0811236999999999	-2.25273
2019.0	98.0	3.0	5.89521	-10.4223	-16.5838	19.33000000000004	85.47301	3.590486	0.0979433	-1.624723
2019.0	98.0	3.5	1.49535	-4.92239	-8.90889	19.238	85.77985	3.485551	0.0708188	-1.775022
2019.0	98.0	4.0	2.48285	-5.92512	-10.7926	19.180000000000007	85.84743	3.458467	0.0685479	-1.833558
2019.0	98.0	4.5	1.57186	-3.04577	-5.32735	19.100000000000023	86.20636	3.350499	0.0782517	-1.875512
2019.0	98.0	5.0	-9999	-4.73871	-9.23162	18.99200000000002	86.27366	3.314321	0.0936442	-1.676466
2019.0	98.0	5.5	-9999	-0.62878	-1.43658	18.963000000000022	86.45963	3.2623390000000003	0.0683038	-1.664413
2019.0	98.0	6.0	0.971418	-3.8751	-7.9953	18.845000000000027	86.42339	3.247468	0.084984	-1.635145
2019.0	98.0	6.5	1.05156	-1.88896	-2.90572	18.786	86.35863	3.256953	0.0617866999999999	5.108742
2019.0	98.0	7.0	2.06609	-1.21629	-2.46616	18.647000000000048	86.32221	3.234475	0.0527068999999999	38.15546
2019.0	98.0	7.5	3.057	2.48188	5.34731	19.226	86.26759	3.378639	0.152594	84.20685
2019.0	98.0	8.0	-9999	19.9702	31.154	19.823000000000036	85.623	3.67043	0.218096	176.4237
2019.0	98.0	8.5	1.72115	43.1297	41.7142	20.979000000000042	81.74954	4.969604	0.221953	259.8352
2019.0	98.0	9.0	0.970346	49.1232	33.2893	21.55800000000005	78.57357	6.050506	0.256951	286.898
2019.0	98.0	9.5	1.94628	121.58	55.1838	23.335000000000036	72.14523	8.746033	0.348728	548.0239
2019.0	98.0	10.0	-0.7519939999999999	203.012	52.6581	24.773000000000025	65.35229	11.80866	0.488408	639.8906
2019.0	98.0	10.5	2.20453	156.041	45.2703	25.125	63.66783	12.66179	0.449121	458.7718
2019.0	98.0	11.0	-3.87209	184.572	32.9112	25.82000000000005	61.05915	14.08392	0.43758	557.6329
2019.0	98.0	11.5	-1.90489	215.579	50.0696	26.226	59.47385	15.0412	0.4913369999999999	636.0187
2019.0	98.0	12.0	-0.774999	157.32299999999998	27.5343	26.612000000000023	57.61049	16.07153	0.483997	443.1231
2019.0	98.0	12.5	0.535503	108.801	25.1298	26.510000000000048	57.40765	16.04126	0.432006	328.0306
2019.0	98.0	13.0	-9999	17.9777	-9999	25.642000000000053	59.96646	14.40977	0.401384	136.8554
2019.0	98.0	13.5	-9999	-9999	125.096	23.786	76.685	7.411053	0.2216719999999999	257.85
2019.0	98.0	14.0	1.48587	22.502	161.749	24.327000000000055	73.34632	8.869565	0.174861	291.7926
2019.0	98.0	14.5	3.60387	1.99978	-9999	25.003000000000043	64.81367	12.18184	0.378646	264.5205
2019.0	98.0	15.0	-9999	-4.72573	-9999	25.177999999999997	57.19854	14.941120000000002	0.6781510000000001	348.5002
2019.0	98.0	15.5	3.16628	-14.4408	123.868	24.557000000000016	60.96387	13.16939	0.49462	231.0841
2019.0	98.0	16.0	1.93814	-12.445	146.39600000000002	24.537000000000035	62.51597	12.625519999999998	0.4565649999999999	190.1586
2019.0	98.0	16.5	1.46431	-9999	107.825	24.444000000000017	60.96883	13.05927	0.382413	209.2726
2019.0	98.0	17.0	1.96225	-14.3122	90.8107	24.03200000000004	59.96267	13.08982	0.33288	137.659
2019.0	98.0	17.5	1.92245	-0.3054719999999999	86.2765	23.914000000000044	60.9457	12.6565	0.321573	184.7432
2019.0	98.0	18.0	1.86906	2.72796	96.9848	23.62900000000002	59.74815	12.82361	0.428583	182.4949
2019.0	98.0	18.5	2.2072	-14.5111	48.2286	23.208000000000027	62.20499	11.75935	0.362344	87.70235
2019.0	98.0	19.0	2.35756	-18.2762	21.1367	22.480999999999995	64.91725	10.50566	0.249602	15.24002
2019.0	98.0	19.5	2.76086	-19.2684	13.9146	21.948000000000036	67.48456	9.454073	0.210417	-1.450346
2019.0	98.0	20.0	1.60319	-9.9532	8.41836	21.489000000000033	68.94277	8.787304	0.207368	-2.311045
2019.0	98.0	20.5	1.92644	-9.24375	6.11711	21.07000000000005	70.34212	8.186618	0.120388	-1.67949
2019.0	98.0	21.0	2.11085	-11.0268	10.5107	20.977000000000032	70.57902	8.076628	0.174974	-1.061933
2019.0	98.0	21.5	2.12025	-9.89107	7.58577	20.839000000000055	71.65276	7.7114	0.128992	-1.428967
2019.0	98.0	22.0	1.32779	-9999	4.2175400000000005	20.58000000000004	73.29845	7.137461	0.145873	-1.386781
2019.0	98.0	22.5	2.54967	-8.44258	4.98327	20.29400000000004	75.11719	6.534537	0.14387	-1.338603
2019.0	98.0	23.0	1.73648	-6.999639999999999	7.50857	20.19100000000003	75.12885	6.495398999999999	0.152549	-1.19695
2019.0	98.0	23.5	1.96393	-5.36944	9.93558	20.13900000000001	74.21855	6.70042	0.1312549999999999	-1.252146
2019.0	99.0	0.0	2.038	-5.041980000000001	4.17959	19.837000000000046	75.60215	6.2240720000000005	0.116748	-1.209591
2019.0	99.0	0.5	2.10359	-4.36815	4.44456	19.654000000000053	76.79047	5.860561	0.162858	-1.229223
2019.0	99.0	1.0	1.3766	-3.14523	3.5684	19.595000000000027	76.36827	5.9415260000000005	0.0788312	-1.059865
