TIMESTAMP,Fc_Org_L2,Fc_Gapfilled_L3,Fc_All_Gapfilled,Rg_Org_L2,Rg_Gapfilled_L3,LE_Org_L2,LE_Gapfilled_L3,LE_All_Gapfilled,H_Org_L2,H_Gapfilled_L3,H_All_Gapfilled,Tair_Org_L2,Tair_Gapfilled_L3,VPD_Org_L2,VPD_Gapfilled_L3,VPD_All_Gapfilled,Reco_Reference_L3,Reco_L3,GPP_L3,ET_Gapfilled_L3,Fc_Org_L2_Sum,Fc_Gapfilled_L3_Sum,Fc_All_Gapfilled_Sum,Rg_Org_L2_Sum,Rg_Gapfilled_L3_Sum,Rg_All_Gapfilled_Sum,LE_Org_L2_Sum,LE_Gapfilled_L3_Sum,LE_All_Gapfilled_Sum,H_Org_L2_Sum,H_Gapfilled_L3_Sum,H_All_Gapfilled_Sum,Reco_L3_Sum,GPP_L3_Sum,ET_Gapfilled_L3_Sum,Rg_Org_L2_Max,Rg_Gapfilled_L3_Max,Rg_All_Gapfilled_Max,Tair_Org_L2_Max,Tair_Gapfilled_L3_Max,Tair_All_Gapfilled_Max,VPD_Org_L2_Max,VPD_Gapfilled_L3_Max,VPD_All_Gapfilled_Max,ET_Gapfilled_L3_Max,Rg_Org_L2_Min,Rg_Gapfilled_L3_Min,Tair_Org_L2_Min,Tair_Gapfilled_L3_Min,VPD_Org_L2_Min,VPD_Gapfilled_L3_Min,ET_Gapfilled_L3_Min,Fc_Gapfilled_L3_Sum_Carbon,GPP_L3_Sum_Carbon,Reco_L3_Sum_Carbon
2018-12-21,0.6276050559999998,0.40440007336170203,0.5010202957021277,,,46.188382999999995,45.946297943262415,45.93514085106383,7.523810704545455,6.46283060638298,6.5028083698581565,3.858914893617046,3.858914893617046,,,,2.563398248974962,0.9886710106029477,0.5842709372412459,0.03317706022947849,15.690126399999995,19.006803447999996,23.547953898000003,0.0,0.0,0.0,1385.6514899999997,2159.4760033333337,2158.95162,331.04767100000004,303.75303850000006,305.63199338333334,46.467537498338544,27.46073405033856,1.5593218307854892,,,,7.875,7.875,7.875,,,,0.0679738042724901,,,1.80700000000002,1.80700000000002,,,0.0015854506295501294,0.4105469544767999,0.5931518554873129,1.0036988099641126
2018-12-22,-0.3943299794782609,-0.36055249075,-0.3612446188750001,,,53.41617940909091,49.38386323958332,49.68281577013889,24.09127612765957,23.57894675520833,23.717018390625,2.1461458333333554,2.1461458333333554,,,,2.563398248974962,0.8214986174447475,1.1820511081947476,0.035636665442683,-18.139179056,-17.306519556,-17.339741706000005,0.0,0.0,0.0,2350.311894,2370.4254354999994,2384.7751569666666,1132.2899779999998,1131.7894442499999,1138.41688275,39.43193363734788,56.73845319334788,1.710559941248784,,,,6.21500000000003,6.21500000000003,6.21500000000003,,,,0.07323426928405871,,,-1.12,-1.12,,,0.000281368267121852,-0.3738208224096001,1.225550588976314,0.8517297665667142
2018-12-23,0.3259517194444445,0.3538925461805556,0.3499320168055556,,,37.72983645897436,33.66622923614268,34.4615283036995,7.143876078947368,6.463916052083332,6.578510153819444,3.4136666666666944,3.4136666666666944,,,,2.563398248974962,1.0129654022622208,0.6590728560816644,0.02441764542144073,11.734261900000002,16.98684221666667,16.79673680666667,0.0,0.0,0.0,1471.4636219000001,1615.9790033348486,1654.1533585775762,271.467291,310.26797049999993,315.7684873833333,48.6223393085866,31.635497091919895,1.172046980229155,,,,10.548,10.548,10.548,,,,0.10111644086297158,,,-3.19599999999997,-3.19599999999997,,,-0.00014426690742051345,0.36691579188,0.6833267371854698,1.0502425290654704
2018-12-24,0.11593829302325587,0.21199719548611104,0.20913627065972215,,,26.497066325581393,23.756794078125,23.704405206770833,16.227892999999995,15.194647614583333,14.877936893402778,3.17408333333336,3.17408333333336,,,,2.563398248974962,0.9319790092201375,0.7199818137340271,0.017191474969744602,4.985346600000002,10.17586538333333,10.038540991666663,0.0,0.0,0.0,1139.373852,1140.32611575,1137.811449925,665.3436129999998,729.3430855,714.1409708833334,44.7349924425666,34.559127059233305,0.8251907985477409,,,,7.93700000000001,7.93700000000001,7.93700000000001,,,,0.06226402172694518,,,-1.39499999999998,-1.39499999999998,,,-0.006400174539216886,0.21979869227999987,0.7464771444794392,0.9662758367594385
2018-12-25,-0.4634036485714283,-0.16047433087797605,-0.12504277059523802,,,27.402225107142858,25.02996121440972,25.16558122621527,21.45511846153846,17.95392027951389,18.017797708680558,1.9911250000000258,1.9911250000000258,,,,2.563398248974962,0.8705667401046786,1.0310410709826552,0.018135901136439488,-16.21912769999999,-7.702767882142851,-6.002052988571425,0.0,0.0,0.0,1150.8934545,1201.4381382916665,1207.947898858333,836.74962,861.7881734166668,864.8542900166668,41.78720352502457,49.48997140716745,0.8705232545490954,,,,10.064,10.064,10.064,,,,0.07393528744034626,,,-3.54499999999996,-3.54499999999996,,,-0.0019491141773715656,-0.16637978625428557,1.068983382394817,0.9026035961405308
2018-12-26,0.22988928947368423,0.3834593404017858,0.3764792863343254,,,31.963568121951216,33.562390791666665,33.230888461111114,-0.191331805555556,6.2212215803346,6.070850922001264,4.211895833333357,4.211895833333357,,,,2.563398248974962,1.073331864951559,0.6898725245497733,0.024337364532643183,8.735793000000001,18.406048339285718,18.07100574404762,0.0,0.0,0.0,1310.506293,1610.9947579999998,1595.0826461333336,-6.887945000000016,298.6186358560608,291.4008442560607,51.51992951767483,33.11388117838912,1.1681934975668729,,,,10.006,10.006,10.006,,,,0.07867627209329404,,,-1.56099999999998,-1.56099999999998,,,-0.00027060982076181783,0.39757064412857146,0.715259833453205,1.1128304775817763
2018-12-27,0.9702337604166668,0.9702337604166668,0.9714552145833334,,,17.270370222222226,16.36424918402778,16.46033841666667,-7.936079583333334,-7.936079583333334,-8.00315275,7.778750000000012,7.778750000000012,,,,2.563398248974962,1.4599515213757452,0.48971776095907854,0.011875916807666934,46.5712205,46.5712205,46.6298503,0.0,0.0,0.0,777.1666600000002,785.4839608333335,790.0962440000001,-380.93182,-380.93182,-384.15133199999997,70.07767302603577,23.50645252603577,0.5700440067680128,,,,11.316,11.316,11.316,,,,0.07682852676518201,,,4.70700000000005,4.70700000000005,,,-0.017135550130228175,1.0059383628,0.5077393745623725,1.5136777373623727
2018-12-28,1.9510618888888887,1.7252074601510943,1.7240670688316502,,,-6.498968965517239,-1.350141837542089,-1.5200236430976481,-13.855636595238098,-12.990569284848485,-13.028399913667931,10.803645833333347,10.803645833333347,,,,2.563398248974962,1.865178487209761,0.13997102705866735,-0.0009757082192868924,52.678670999999994,82.80995808725253,82.7552193039192,0.0,0.0,0.0,-188.47009999999995,-64.80680820202028,-72.96113486868711,-581.9367370000001,-623.5473256727273,-625.3631958560607,89.52856738606853,6.718609298816032,-0.04683399452577083,,,,12.602,12.602,12.602,,,,0.03707464549609432,,,9.90100000000001,9.90100000000001,,,-0.019483255091527124,1.7886950946846543,0.14512196085442627,1.9338170555390803
2018-12-29,1.4716581097222223,1.4209992402430556,1.383894436559028,,,10.776784729411764,6.516873720749157,5.982705301999161,1.8249857999999994,1.608001885069444,1.6287943715972217,10.721520833333345,10.721520833333345,,,,2.563398248974962,1.8527055473222245,0.43170630707916935,0.004744818829395483,52.97969195,68.20796353166666,66.42693295483335,0.0,0.0,0.0,366.41068079999997,312.8099385959595,287.1698544959597,78.47438939999998,77.1840904833333,78.18212983666665,88.92986627146678,20.72190273980013,0.2277513038109832,,,,12.365,12.365,12.365,,,,0.03152116626156692,,,9.81800000000004,9.81800000000004,,,-0.010258953493585478,1.4732920122839999,0.44759309917968276,1.920885111463682
2018-12-30,1.362230572727273,1.5016652938657409,1.4939026480324074,,,14.522422526315783,10.826595143601187,10.858435309920637,2.527982878048782,1.6633079460227276,1.427653845991161,11.829750000000013,11.829750000000013,,,,2.563398248974962,2.028998667760266,0.5273333738945256,0.007895797795886481,44.953608900000006,72.07993410555557,71.70732710555555,0.0,0.0,0.0,551.8520559999997,519.676566892857,521.2048948761906,103.64729800000005,79.83878140909093,68.52738460757573,97.39193605249277,25.31200194693723,0.3789982942025511,,,,14.347,14.347,14.347,,,,0.06805810416131229,,,9.73099999999999,9.73099999999999,,,-0.0058036823616245,1.55692657668,0.546739242053844,2.1036658187338437
